zpid,synthetic_version,zipcode,has_in_unit_laundry,has_laundry_in_building,has_dishwasher,has_parking,parking_type,parking_spots,pets_allowed,furnished,heating_type,cooling_type,has_elevator,has_gym,has_pool,has_balcony_or_patio,internet_included,utilities_included,noise_level,walkability_score,kid_friendly_score,safety_score,energy_efficiency_score,is_luxury_flag,is_student_friendly_flag,generated_at_utc,is_synthetic,source_file,cleaned_date
57488867,v1_basic_rules,2062,False,False,True,True,garage,2,cats,False,gas,window,False,False,False,False,False,none,3,67,61,89,61,False,False,2025-11-28T06:12:53.818590,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
59160440,v1_basic_rules,2132,True,False,True,True,garage,3,cats,False,gas,central,False,False,False,True,False,none,4,35,59,60,57,False,False,2025-11-28T06:12:53.818590,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
295461122,v1_basic_rules,2118,True,False,False,True,garage,2,cats_dogs,False,gas,central,False,False,False,True,False,heat,3,51,79,47,55,False,False,2025-11-28T06:12:53.818590,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
59176004,v1_basic_rules,2116,True,False,True,True,garage,2,cats,False,gas,none,False,False,True,False,False,none,3,55,63,74,57,True,False,2025-11-28T06:12:53.819590,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
67396304,v1_basic_rules,2130,True,False,True,True,lot,2,cats_dogs,False,oil,central,False,False,False,True,False,heat,4,67,60,64,36,False,False,2025-11-28T06:12:53.819590,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
57052929,v1_basic_rules,1803,True,False,True,True,garage,2,cats,True,gas,none,False,False,False,True,False,heat_hw,4,60,48,80,61,False,False,2025-11-28T06:12:53.819590,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
59157148,v1_basic_rules,2132,True,False,True,True,garage,2,cats,True,oil,window,False,False,False,False,False,none,3,60,73,62,51,False,False,2025-11-28T06:12:53.819590,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
458593488,v1_basic_rules,1821,False,False,True,True,garage,2,cats_dogs,False,gas,window,False,False,False,True,False,heat_hw,4,69,65,51,77,False,False,2025-11-28T06:12:53.819590,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
81859722,v1_basic_rules,2130,False,False,False,True,garage,2,cats,True,oil,window,False,False,False,True,False,heat_hw,2,65,52,64,64,False,False,2025-11-28T06:12:53.819590,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
81380167,v1_basic_rules,2128,True,False,False,True,street,1,cats_dogs,True,electric,central,False,False,False,True,False,none,4,68,51,79,65,False,False,2025-11-28T06:12:53.819590,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
458458314,v1_basic_rules,1801,True,False,True,True,garage,1,cats_dogs,False,gas,window,False,False,False,False,False,none,3,54,100,72,52,False,False,2025-11-28T06:12:53.819590,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56524739,v1_basic_rules,2148,False,False,False,True,lot,2,cats,False,oil,window,False,False,False,False,False,all_utils,3,64,76,68,85,False,False,2025-11-28T06:12:53.819590,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
59144973,v1_basic_rules,2131,True,False,True,True,garage,1,cats_dogs,False,gas,central,False,False,False,True,False,none,2,43,62,56,79,False,False,2025-11-28T06:12:53.820590,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56519947,v1_basic_rules,2148,True,False,False,True,garage,3,none,False,gas,none,False,False,False,True,False,none,3,71,65,100,55,False,False,2025-11-28T06:12:53.820590,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56601094,v1_basic_rules,2171,True,False,False,True,garage,3,none,False,gas,window,False,False,False,True,False,none,3,48,68,55,58,False,False,2025-11-28T06:12:53.820590,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
458599721,v1_basic_rules,1905,False,True,True,True,street,1,none,False,oil,central,False,False,False,True,True,heat,4,59,72,63,40,False,False,2025-11-28T06:12:53.820590,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
59099010,v1_basic_rules,2129,True,False,True,True,street,2,cats,False,gas,central,False,False,False,True,True,none,2,62,91,49,40,False,False,2025-11-28T06:12:53.820590,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56320765,v1_basic_rules,2461,True,False,True,True,garage,1,cats_dogs,False,gas,none,False,False,False,True,False,heat_hw,4,77,64,81,50,False,False,2025-11-28T06:12:53.821591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56930396,v1_basic_rules,1940,True,False,True,True,garage,1,cats,False,electric,window,False,False,False,True,False,none,1,67,50,72,59,False,False,2025-11-28T06:12:53.821591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56679051,v1_basic_rules,2151,False,False,True,True,garage,2,dogs,False,gas,none,False,True,False,True,True,none,2,69,54,76,57,False,False,2025-11-28T06:12:53.821591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
57136316,v1_basic_rules,2493,True,False,True,True,garage,3,cats,False,gas,window,False,False,False,False,False,none,3,51,66,63,85,False,False,2025-11-28T06:12:53.821591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56932947,v1_basic_rules,1940,True,False,False,True,garage,2,dogs,False,gas,central,False,False,False,False,False,heat_hw,4,56,78,56,33,False,False,2025-11-28T06:12:53.822592,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
57055797,v1_basic_rules,1803,True,False,False,True,garage,2,cats,False,electric,window,False,False,False,False,False,heat,2,66,71,80,54,False,False,2025-11-28T06:12:53.822592,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56377788,v1_basic_rules,1890,True,False,False,True,lot,2,none,False,gas,none,False,False,False,False,False,heat,3,61,65,70,66,False,False,2025-11-28T06:12:53.822592,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
57442826,v1_basic_rules,2026,True,False,True,True,garage,1,cats_dogs,True,gas,window,False,False,False,False,False,none,4,72,69,80,38,False,False,2025-11-28T06:12:53.822592,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
184109407,v1_basic_rules,2184,True,False,False,True,garage,2,cats_dogs,False,electric,central,False,False,False,False,False,none,4,70,59,97,49,False,False,2025-11-28T06:12:53.822592,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56290072,v1_basic_rules,2176,True,False,False,True,garage,2,cats,False,gas,central,False,False,False,True,False,all_utils,4,51,46,46,42,False,False,2025-11-28T06:12:53.823591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
184105622,v1_basic_rules,2184,False,False,True,True,garage,3,cats,False,gas,none,False,False,False,False,False,heat,2,53,66,51,48,False,False,2025-11-28T06:12:53.823591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56573960,v1_basic_rules,2467,True,False,False,True,garage,3,cats_dogs,False,electric,central,False,False,True,False,False,heat,4,54,67,59,50,True,False,2025-11-28T06:12:53.823591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56590490,v1_basic_rules,2169,True,False,False,False,none,2,cats_dogs,False,gas,window,False,False,False,True,True,heat_hw,2,63,49,59,73,False,False,2025-11-28T06:12:53.823591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56573973,v1_basic_rules,2467,True,False,False,True,garage,3,cats_dogs,False,electric,window,False,False,False,False,False,heat_hw,4,54,71,81,69,False,False,2025-11-28T06:12:53.823591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
59160860,v1_basic_rules,2132,False,False,True,True,lot,2,cats_dogs,False,gas,none,False,False,False,True,False,none,3,64,72,61,60,False,False,2025-11-28T06:12:53.823591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
57046900,v1_basic_rules,1730,True,False,True,True,garage,2,cats_dogs,False,oil,window,False,False,False,True,False,heat_hw,2,60,65,76,69,False,False,2025-11-28T06:12:53.823591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
59173480,v1_basic_rules,2108,False,True,False,True,lot,2,cats_dogs,True,oil,central,False,False,False,True,False,heat_hw,3,55,70,63,73,False,False,2025-11-28T06:12:53.824591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
59108024,v1_basic_rules,2125,True,False,True,True,garage,1,cats_dogs,False,gas,central,False,False,False,False,False,heat,4,58,47,67,53,False,False,2025-11-28T06:12:53.824591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
439977167,v1_basic_rules,1880,False,True,True,False,none,2,none,False,gas,window,True,False,False,True,False,none,3,57,56,74,86,False,False,2025-11-28T06:12:53.824591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56078032,v1_basic_rules,1902,False,False,True,True,garage,2,cats_dogs,False,gas,central,False,False,False,False,False,none,2,67,43,69,56,False,False,2025-11-28T06:12:53.824591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
57480890,v1_basic_rules,2492,True,False,False,True,garage,2,none,False,electric,window,False,False,False,False,False,heat_hw,2,59,64,58,79,False,False,2025-11-28T06:12:53.824591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56598800,v1_basic_rules,2170,True,False,True,True,garage,2,dogs,True,gas,central,False,False,False,True,False,heat,3,60,74,81,49,False,False,2025-11-28T06:12:53.824591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
59183884,v1_basic_rules,2119,True,False,False,True,street,2,cats_dogs,False,central,none,False,False,False,True,False,none,4,53,79,71,62,False,False,2025-11-28T06:12:53.824591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
59107929,v1_basic_rules,2124,True,False,True,True,lot,2,cats_dogs,False,electric,central,False,False,False,True,False,heat_hw,3,55,97,69,75,False,False,2025-11-28T06:12:53.824591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
2132060666,v1_basic_rules,2129,True,False,False,True,lot,1,cats_dogs,True,gas,central,False,False,False,False,False,heat_hw,2,65,88,64,50,False,False,2025-11-28T06:12:53.825591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
67709640,v1_basic_rules,2111,False,True,False,True,lot,3,cats,False,central,window,False,False,False,True,True,all_utils,4,55,46,76,81,False,False,2025-11-28T06:12:53.825591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
457114370,v1_basic_rules,2116,True,False,True,False,none,1,cats_dogs,False,electric,window,True,False,False,True,True,heat,4,53,33,65,39,True,False,2025-11-28T06:12:53.825591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56077457,v1_basic_rules,1902,False,True,False,True,lot,2,cats,False,gas,central,False,False,False,True,False,none,3,47,83,80,69,False,False,2025-11-28T06:12:53.825591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56674895,v1_basic_rules,2151,False,True,False,True,garage,1,none,False,central,central,True,False,False,True,False,none,3,54,50,62,81,False,False,2025-11-28T06:12:53.825591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56674887,v1_basic_rules,2151,False,True,False,True,lot,1,none,False,central,central,True,False,False,False,True,heat,2,64,62,82,86,False,False,2025-11-28T06:12:53.825591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
2137789264,v1_basic_rules,2127,False,False,True,True,lot,2,dogs,True,electric,window,False,False,False,True,False,none,3,63,69,60,67,False,False,2025-11-28T06:12:53.825591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
339517673,v1_basic_rules,2113,False,True,True,False,none,0,cats_dogs,False,oil,window,False,True,False,False,True,heat,4,50,25,54,44,False,False,2025-11-28T06:12:53.825591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
59174917,v1_basic_rules,2108,True,False,True,True,garage,3,cats_dogs,False,gas,none,False,False,False,True,False,none,1,70,42,56,72,False,False,2025-11-28T06:12:53.825591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
2055794421,v1_basic_rules,2472,True,False,False,False,none,1,cats_dogs,True,gas,central,False,False,False,False,False,heat_hw,3,68,49,71,45,False,False,2025-11-28T06:12:53.826590,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
59170258,v1_basic_rules,2116,False,True,True,True,garage,2,cats,False,oil,central,False,False,False,True,True,none,3,73,58,58,77,False,False,2025-11-28T06:12:53.826590,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56064047,v1_basic_rules,1904,True,False,True,True,garage,2,cats_dogs,False,gas,window,False,False,False,False,False,heat,2,65,65,70,46,False,False,2025-11-28T06:12:53.826590,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56627379,v1_basic_rules,2189,True,False,True,True,lot,2,cats,False,gas,none,False,False,False,True,False,heat,2,67,53,72,81,False,False,2025-11-28T06:12:53.826590,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
59093897,v1_basic_rules,2135,True,False,True,True,lot,2,none,False,oil,window,False,False,False,True,False,none,4,58,100,68,45,False,False,2025-11-28T06:12:53.826590,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
59139159,v1_basic_rules,2126,True,False,False,True,lot,2,cats_dogs,False,gas,central,False,False,False,False,False,none,3,54,54,56,47,False,False,2025-11-28T06:12:53.827591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56384636,v1_basic_rules,1801,True,False,True,True,lot,2,cats_dogs,False,gas,central,False,False,False,True,False,heat,3,44,71,90,46,False,False,2025-11-28T06:12:53.827591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
2133739873,v1_basic_rules,2121,False,False,True,True,street,2,none,False,oil,central,False,False,False,False,False,none,3,45,60,56,69,False,False,2025-11-28T06:12:53.827591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56388856,v1_basic_rules,1801,True,False,True,True,garage,2,cats_dogs,False,oil,central,False,False,False,True,False,none,4,63,61,61,56,False,False,2025-11-28T06:12:53.827591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
458547214,v1_basic_rules,2128,True,False,True,True,lot,2,cats_dogs,False,central,none,True,False,False,False,True,heat_hw,3,84,45,81,83,False,True,2025-11-28T06:12:53.827591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56627396,v1_basic_rules,2189,False,False,True,True,garage,2,cats,False,oil,none,False,False,False,True,False,heat_hw,4,51,77,69,71,False,False,2025-11-28T06:12:53.827591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
57469458,v1_basic_rules,2186,True,False,True,True,garage,2,none,True,gas,none,False,False,False,False,False,all_utils,3,50,55,48,20,False,False,2025-11-28T06:12:53.827591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56310909,v1_basic_rules,2466,True,False,True,True,garage,3,cats,True,oil,window,False,False,True,False,False,none,2,72,58,63,50,True,False,2025-11-28T06:12:53.827591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
57511936,v1_basic_rules,2032,True,False,True,True,garage,2,cats_dogs,False,gas,window,False,False,False,False,False,none,1,60,61,53,40,False,False,2025-11-28T06:12:53.827591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
2099146798,v1_basic_rules,2169,False,True,False,True,garage,1,none,False,central,central,False,False,False,True,True,none,5,34,64,58,41,False,False,2025-11-28T06:12:53.828591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56359003,v1_basic_rules,2451,False,True,False,True,garage,3,dogs,False,gas,window,False,False,False,False,False,heat_hw,3,51,48,83,35,False,False,2025-11-28T06:12:53.828591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56427637,v1_basic_rules,2139,False,True,False,True,garage,3,cats_dogs,False,oil,central,False,False,False,True,False,heat_hw,3,72,67,94,50,False,False,2025-11-28T06:12:53.828591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56469339,v1_basic_rules,2149,True,False,True,True,lot,2,cats,False,oil,window,False,False,False,True,False,none,4,72,54,73,45,False,False,2025-11-28T06:12:53.828591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
456378701,v1_basic_rules,2145,True,False,True,False,none,2,cats_dogs,False,gas,central,False,False,False,False,False,heat_hw,4,52,82,75,72,False,False,2025-11-28T06:12:53.828591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56115319,v1_basic_rules,1960,False,False,True,True,lot,2,cats,False,central,central,False,False,False,True,False,none,3,70,48,94,62,False,False,2025-11-28T06:12:53.828591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
59149037,v1_basic_rules,2127,False,False,True,True,lot,2,cats_dogs,False,electric,window,False,False,False,False,False,heat,2,62,45,72,59,False,False,2025-11-28T06:12:53.828591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
59087441,v1_basic_rules,2134,False,True,False,True,street,2,dogs,False,gas,window,False,False,False,True,False,heat,3,77,72,62,51,False,True,2025-11-28T06:12:53.829591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
450863310,v1_basic_rules,2472,True,False,False,True,lot,2,cats_dogs,True,oil,window,False,False,False,False,False,none,3,51,40,84,53,False,False,2025-11-28T06:12:53.829591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
59158792,v1_basic_rules,2132,False,True,True,True,garage,2,cats,True,gas,none,False,False,False,True,False,none,4,64,70,77,44,False,False,2025-11-28T06:12:53.829591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
57442376,v1_basic_rules,2026,True,False,True,True,garage,1,cats_dogs,True,oil,window,False,False,False,False,False,none,4,72,95,88,79,False,False,2025-11-28T06:12:53.829591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56633482,v1_basic_rules,2190,True,False,False,True,garage,2,none,True,gas,window,False,False,False,False,False,heat_hw,2,73,77,36,59,False,False,2025-11-28T06:12:53.829591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56688500,v1_basic_rules,2152,True,False,True,True,garage,3,cats_dogs,False,oil,window,False,False,False,False,False,heat_hw,4,66,50,67,50,False,False,2025-11-28T06:12:53.829591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
458601766,v1_basic_rules,1905,True,False,True,True,street,0,none,True,central,central,False,False,False,False,False,none,3,48,62,82,75,False,False,2025-11-28T06:12:53.829591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
59212726,v1_basic_rules,2108,False,True,True,True,garage,2,cats,False,oil,window,True,False,True,False,False,all_utils,3,56,51,58,59,True,False,2025-11-28T06:12:53.829591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
456834665,v1_basic_rules,2139,True,False,True,True,lot,3,none,False,gas,central,False,False,False,True,False,heat,3,57,49,48,57,False,False,2025-11-28T06:12:53.829591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
